X,Y,V
57.0,28.0,2.0
59.0,29.0,2.0
61.0,30.0,2.0
64.0,28.0,1.0
69.0,30.0,2.0
72.0,30.0,2.0
75.0,29.0,1.0
78.0,28.0,1.0
80.0,29.0,1.0
84.0,30.0,2.0
86.0,29.0,2.0
88.0,30.0,2.0
92.0,29.0,0.0
96.0,29.0,0.0
97.0,28.0,1.0
1.0,33.0,0.0
4.0,31.0,1.0
8.0,33.0,0.0
11.0,33.0,0.0
15.0,31.0,1.0
18.0,32.0,2.0
20.0,31.0,2.0
23.0,33.0,2.0
26.0,31.0,2.0
29.0,33.0,2.0
33.0,31.0,1.0
36.0,33.0,1.0
37.0,33.0,1.0
41.0,32.0,1.0
44.0,33.0,0.0
48.0,33.0,1.0
51.0,33.0,2.0
52.0,31.0,1.0
57.0,32.0,2.0
58.0,31.0,2.0
62.0,32.0,2.0
64.0,31.0,2.0
67.0,32.0,1.0
70.0,32.0,0.0
74.0,32.0,1.0
78.0,32.0,1.0
81.0,33.0,1.0
84.0,33.0,2.0
86.0,32.0,2.0
88.0,32.0,2.0
91.0,33.0,1.0
96.0,31.0,0.0
99.0,31.0,0.0
3.0,34.0,1.0
5.0,35.0,2.0
9.0,35.0,1.0
12.0,36.0,0.0
13.0,36.0,0.0
18.0,35.0,1.0
21.0,36.0,0.0
24.0,36.0,2.0
26.0,34.0,2.0
30.0,35.0,2.0
32.0,34.0,2.0
34.0,34.0,1.0
39.0,34.0,0.0
40.0,36.0,1.0
44.0,35.0,0.0
48.0,35.0,0.0
49.0,36.0,1.0
52.0,35.0,1.0
57.0,36.0,0.0
59.0,36.0,2.0
62.0,35.0,2.0
64.0,35.0,2.0
68.0,36.0,0.0
70.0,36.0,1.0
75.0,36.0,1.0
77.0,34.0,2.0
79.0,36.0,1.0
84.0,35.0,1.0
85.0,34.0,1.0
89.0,35.0,1.0
91.0,36.0,1.0
95.0,34.0,0.0
97.0,35.0,1.0
3.0,39.0,0.0
5.0,37.0,1.0
9.0,38.0,1.0
10.0,38.0,1.0
13.0,37.0,0.0
17.0,39.0,0.0
21.0,39.0,0.0
23.0,37.0,0.0
26.0,39.0,2.0
28.0,39.0,2.0
33.0,37.0,2.0
36.0,39.0,2.0
37.0,37.0,2.0
41.0,39.0,1.0
43.0,38.0,1.0
46.0,38.0,1.0
50.0,37.0,2.0
54.0,39.0,1.0
57.0,37.0,2.0
58.0,37.0,2.0
62.0,37.0,2.0
66.0,39.0,0.0
69.0,37.0,1.0
70.0,39.0,2.0
73.0,38.0,1.0
78.0,37.0,1.0
79.0,37.0,1.0
82.0,37.0,1.0
87.0,38.0,0.0
90.0,39.0,0.0
93.0,37.0,0.0
94.0,39.0,0.0
97.0,37.0,0.0
3.0,42.0,0.0
6.0,42.0,0.0
7.0,42.0,1.0
12.0,42.0,0.0
15.0,42.0,0.0
17.0,40.0,0.0
20.0,40.0,0.0
22.0,40.0,0.0
27.0,41.0,0.0
29.0,42.0,0.0
32.0,41.0,2.0
34.0,42.0,2.0
38.0,40.0,2.0
42.0,42.0,0.0
43.0,40.0,2.0
46.0,40.0,0.0
49.0,42.0,1.0
53.0,42.0,2.0
57.0,41.0,2.0
59.0,40.0,2.0
61.0,41.0,2.0
64.0,40.0,2.0
67.0,42.0,0.0
71.0,42.0,2.0
74.0,40.0,0.0
77.0,40.0,1.0
81.0,40.0,1.0
83.0,42.0,1.0
86.0,41.0,0.0
89.0,42.0,0.0
91.0,41.0,0.0
96.0,41.0,0.0
98.0,40.0,0.0
1.0,45.0,0.0
5.0,43.0,1.0
8.0,44.0,0.0
11.0,45.0,1.0
13.0,44.0,0.0
17.0,45.0,0.0
19.0,43.0,0.0
23.0,44.0,0.0
27.0,44.0,0.0
30.0,44.0,2.0
31.0,43.0,2.0
36.0,43.0,2.0
39.0,43.0,2.0
40.0,43.0,2.0
44.0,44.0,2.0
48.0,44.0,2.0
50.0,44.0,2.0
54.0,44.0,2.0
55.0,44.0,2.0
60.0,43.0,2.0
63.0,44.0,2.0
65.0,43.0,1.0
69.0,43.0,0.0
70.0,44.0,2.0
74.0,44.0,1.0
76.0,43.0,1.0
79.0,44.0,1.0
83.0,44.0,0.0
86.0,45.0,1.0
89.0,44.0,0.0
92.0,44.0,0.0
95.0,43.0,0.0
97.0,45.0,0.0
2.0,47.0,0.0
4.0,47.0,1.0
8.0,47.0,1.0
11.0,47.0,0.0
15.0,47.0,0.0
18.0,48.0,0.0
20.0,48.0,0.0
22.0,48.0,1.0
27.0,47.0,0.0
30.0,47.0,0.0
31.0,48.0,0.0
34.0,46.0,2.0
38.0,48.0,2.0
41.0,47.0,2.0
43.0,46.0,2.0
46.0,46.0,1.0
51.0,48.0,2.0
54.0,46.0,2.0
55.0,46.0,2.0
59.0,47.0,2.0
62.0,46.0,1.0
66.0,46.0,1.0
67.0,48.0,0.0
72.0,46.0,1.0
74.0,48.0,1.0
78.0,48.0,2.0
80.0,47.0,0.0
84.0,46.0,0.0
85.0,47.0,1.0
90.0,46.0,0.0
92.0,47.0,1.0
95.0,48.0,1.0
97.0,48.0,0.0
2.0,51.0,0.0
5.0,49.0,0.0
9.0,51.0,0.0
10.0,51.0,0.0
15.0,50.0,1.0
18.0,50.0,1.0
20.0,49.0,0.0
24.0,49.0,0.0
27.0,50.0,0.0
29.0,49.0,0.0
33.0,49.0,0.0
35.0,51.0,0.0
39.0,51.0,2.0
42.0,50.0,2.0
43.0,51.0,2.0
48.0,51.0,2.0
50.0,49.0,2.0
53.0,50.0,2.0
57.0,50.0,1.0
58.0,49.0,1.0
63.0,51.0,1.0
64.0,50.0,0.0
68.0,50.0,0.0
72.0,49.0,1.0
73.0,49.0,1.0
76.0,51.0,2.0
81.0,49.0,0.0
83.0,49.0,1.0
85.0,49.0,2.0
88.0,50.0,2.0
93.0,50.0,1.0
96.0,50.0,1.0
97.0,49.0,0.0
1.0,52.0,0.0
6.0,54.0,1.0
9.0,53.0,1.0
11.0,53.0,0.0
14.0,54.0,2.0
18.0,54.0,1.0
20.0,52.0,1.0
24.0,53.0,0.0
27.0,53.0,0.0
30.0,53.0,1.0
33.0,54.0,0.0
34.0,53.0,0.0
38.0,54.0,0.0
42.0,54.0,2.0
44.0,53.0,2.0
47.0,54.0,2.0
49.0,53.0,2.0
52.0,54.0,2.0
56.0,53.0,1.0
59.0,53.0,0.0
63.0,53.0,0.0
65.0,52.0,0.0
67.0,53.0,1.0
72.0,54.0,1.0
74.0,53.0,1.0
77.0,52.0,1.0
79.0,53.0,1.0
82.0,52.0,2.0
85.0,52.0,2.0
89.0,54.0,1.0
93.0,53.0,1.0
95.0,52.0,2.0
97.0,53.0,1.0
2.0,55.0,1.0
5.0,55.0,1.0
7.0,57.0,1.0
11.0,56.0,1.0
15.0,57.0,2.0
18.0,56.0,1.0
21.0,56.0,0.0
24.0,57.0,1.0
26.0,57.0,0.0
29.0,57.0,1.0
31.0,57.0,0.0
35.0,57.0,0.0
38.0,57.0,1.0
40.0,55.0,0.0
44.0,57.0,0.0
48.0,56.0,2.0
50.0,56.0,2.0
54.0,56.0,2.0
56.0,57.0,2.0
58.0,57.0,2.0
61.0,55.0,0.0
66.0,57.0,2.0
69.0,57.0,2.0
71.0,56.0,1.0
73.0,55.0,1.0
76.0,55.0,1.0
80.0,57.0,1.0
84.0,56.0,1.0
87.0,57.0,1.0
90.0,56.0,1.0
91.0,57.0,1.0
94.0,56.0,1.0
97.0,57.0,1.0
2.0,58.0,1.0
4.0,59.0,0.0
8.0,60.0,0.0
10.0,60.0,0.0
14.0,60.0,1.0
16.0,58.0,1.0
19.0,59.0,1.0
24.0,58.0,0.0
26.0,58.0,0.0
30.0,60.0,0.0
33.0,60.0,0.0
35.0,60.0,0.0
37.0,60.0,1.0
42.0,60.0,1.0
44.0,60.0,2.0
47.0,58.0,2.0
51.0,58.0,2.0
52.0,59.0,2.0
55.0,60.0,0.0
59.0,58.0,2.0
63.0,59.0,2.0
64.0,60.0,2.0
68.0,58.0,2.0
72.0,59.0,2.0
75.0,60.0,1.0
77.0,60.0,1.0
79.0,58.0,0.0
83.0,60.0,0.0
86.0,59.0,1.0
90.0,60.0,0.0
93.0,58.0,1.0
96.0,59.0,1.0
98.0,59.0,1.0
1.0,61.0,1.0
5.0,63.0,0.0
9.0,61.0,0.0
12.0,61.0,1.0
15.0,62.0,2.0
17.0,63.0,1.0
20.0,63.0,2.0
23.0,63.0,1.0
26.0,61.0,0.0
30.0,62.0,0.0
32.0,61.0,0.0
34.0,62.0,0.0
37.0,63.0,2.0
42.0,63.0,2.0
45.0,62.0,2.0
46.0,62.0,2.0
50.0,63.0,2.0
52.0,62.0,2.0
56.0,61.0,1.0
58.0,62.0,1.0
61.0,61.0,2.0
65.0,61.0,2.0
68.0,61.0,2.0
70.0,62.0,2.0
75.0,62.0,2.0
78.0,62.0,1.0
80.0,62.0,0.0
84.0,63.0,1.0
87.0,63.0,0.0
89.0,62.0,0.0
93.0,61.0,1.0
95.0,63.0,2.0
98.0,61.0,2.0
2.0,64.0,0.0
6.0,66.0,0.0
7.0,65.0,0.0
12.0,66.0,0.0
13.0,65.0,0.0
17.0,65.0,1.0
19.0,64.0,1.0
24.0,64.0,1.0
25.0,64.0,0.0
28.0,64.0,1.0
32.0,66.0,1.0
34.0,64.0,2.0
37.0,65.0,2.0
40.0,66.0,2.0
44.0,66.0,2.0
47.0,65.0,2.0
51.0,65.0,2.0
54.0,66.0,2.0
56.0,66.0,1.0
58.0,66.0,0.0
63.0,66.0,0.0
64.0,66.0,2.0
68.0,64.0,2.0
70.0,65.0,2.0
73.0,64.0,2.0
77.0,65.0,1.0
79.0,66.0,1.0
84.0,65.0,1.0
87.0,65.0,0.0
88.0,64.0,0.0
93.0,66.0,2.0
96.0,64.0,2.0
97.0,64.0,2.0
1.0,67.0,0.0
5.0,67.0,0.0
9.0,68.0,1.0
10.0,68.0,1.0
15.0,67.0,0.0
16.0,67.0,1.0
21.0,67.0,0.0
23.0,68.0,1.0
27.0,67.0,1.0
30.0,69.0,0.0
32.0,67.0,0.0
36.0,67.0,1.0
38.0,68.0,2.0
40.0,68.0,2.0
43.0,67.0,1.0
46.0,67.0,2.0
50.0,69.0,2.0
52.0,67.0,2.0
55.0,68.0,0.0
58.0,68.0,0.0
61.0,67.0,0.0
65.0,68.0,2.0
68.0,69.0,2.0
71.0,69.0,1.0
74.0,67.0,1.0
76.0,67.0,1.0
80.0,67.0,1.0
84.0,68.0,1.0
87.0,69.0,1.0
89.0,67.0,2.0
93.0,67.0,2.0
94.0,69.0,1.0
98.0,67.0,0.0
2.0,71.0,0.0
6.0,72.0,0.0
7.0,70.0,0.0
11.0,70.0,1.0
13.0,70.0,0.0
16.0,72.0,0.0
19.0,70.0,0.0
24.0,70.0,0.0
27.0,70.0,1.0
28.0,70.0,1.0
33.0,71.0,1.0
35.0,70.0,2.0
37.0,71.0,2.0
40.0,71.0,2.0
45.0,72.0,2.0
47.0,70.0,2.0
49.0,72.0,2.0
53.0,71.0,2.0
56.0,70.0,0.0
60.0,72.0,0.0
63.0,72.0,2.0
64.0,70.0,2.0
67.0,72.0,2.0
71.0,71.0,1.0
75.0,71.0,1.0
78.0,72.0,2.0
79.0,71.0,2.0
84.0,72.0,1.0
85.0,70.0,1.0
89.0,72.0,2.0
91.0,71.0,2.0
94.0,70.0,2.0
98.0,71.0,1.0
2.0,73.0,0.0
6.0,73.0,0.0
9.0,73.0,0.0
12.0,74.0,0.0
14.0,73.0,0.0
18.0,73.0,0.0
20.0,75.0,0.0
24.0,75.0,2.0
25.0,75.0,1.0
30.0,73.0,0.0
31.0,75.0,0.0
34.0,74.0,1.0
37.0,73.0,2.0
42.0,73.0,2.0
45.0,75.0,2.0
46.0,73.0,2.0
51.0,74.0,2.0
52.0,75.0,2.0
55.0,73.0,2.0
60.0,73.0,0.0
62.0,75.0,2.0
65.0,74.0,2.0
68.0,73.0,0.0
71.0,75.0,1.0
73.0,75.0,1.0
77.0,74.0,1.0
79.0,74.0,1.0
82.0,73.0,2.0
87.0,73.0,2.0
89.0,74.0,2.0
91.0,73.0,2.0
95.0,74.0,2.0
99.0,75.0,1.0
1.0,76.0,0.0
4.0,77.0,0.0
7.0,76.0,0.0
12.0,78.0,0.0
15.0,76.0,0.0
17.0,77.0,0.0
19.0,77.0,0.0
23.0,77.0,2.0
27.0,78.0,1.0
29.0,78.0,1.0
33.0,77.0,0.0
34.0,78.0,1.0
39.0,78.0,2.0
40.0,77.0,2.0
45.0,77.0,1.0
48.0,76.0,2.0
49.0,78.0,2.0
53.0,77.0,2.0
56.0,77.0,0.0
60.0,76.0,2.0
63.0,78.0,1.0
65.0,77.0,1.0
67.0,78.0,1.0
71.0,76.0,1.0
74.0,78.0,2.0
76.0,76.0,1.0
81.0,76.0,2.0
84.0,78.0,2.0
87.0,78.0,2.0
88.0,76.0,2.0
92.0,77.0,2.0
96.0,78.0,1.0
98.0,78.0,1.0
2.0,80.0,0.0
5.0,80.0,0.0
7.0,81.0,0.0
11.0,81.0,0.0
14.0,81.0,1.0
18.0,80.0,1.0
20.0,79.0,0.0
24.0,81.0,1.0
27.0,81.0,0.0
30.0,81.0,0.0
32.0,79.0,0.0
34.0,79.0,1.0
38.0,81.0,1.0
41.0,79.0,1.0
43.0,81.0,0.0
48.0,80.0,2.0
51.0,81.0,2.0
54.0,81.0,2.0
56.0,80.0,2.0
59.0,79.0,2.0
62.0,80.0,0.0
65.0,80.0,0.0
68.0,80.0,0.0
70.0,80.0,1.0
74.0,81.0,2.0
77.0,80.0,2.0
79.0,79.0,2.0
83.0,80.0,1.0
86.0,80.0,1.0
90.0,79.0,2.0
91.0,79.0,2.0
94.0,81.0,1.0
97.0,80.0,1.0
1.0,84.0,0.0
6.0,82.0,0.0
7.0,82.0,0.0
11.0,84.0,0.0
14.0,84.0,1.0
17.0,82.0,0.0
20.0,82.0,1.0
24.0,82.0,1.0
26.0,83.0,0.0
28.0,83.0,0.0
32.0,82.0,0.0
34.0,82.0,1.0
37.0,83.0,0.0
40.0,84.0,1.0
43.0,83.0,2.0
48.0,83.0,2.0
51.0,82.0,2.0
52.0,82.0,2.0
55.0,82.0,2.0
58.0,84.0,2.0
61.0,84.0,0.0
66.0,84.0,1.0
67.0,84.0,0.0
71.0,84.0,2.0
74.0,84.0,1.0
77.0,82.0,2.0
80.0,82.0,1.0
84.0,82.0,1.0
85.0,83.0,2.0
89.0,82.0,1.0
93.0,84.0,1.0
96.0,83.0,1.0
98.0,83.0,1.0
2.0,85.0,0.0
4.0,85.0,0.0
8.0,85.0,0.0
10.0,87.0,2.0
14.0,86.0,2.0
17.0,87.0,2.0
21.0,85.0,0.0
24.0,86.0,0.0
27.0,86.0,0.0
28.0,87.0,0.0
31.0,87.0,0.0
34.0,85.0,1.0
38.0,87.0,1.0
41.0,85.0,1.0
43.0,87.0,2.0
48.0,85.0,2.0
50.0,85.0,2.0
52.0,87.0,2.0
56.0,85.0,2.0
59.0,86.0,1.0
61.0,86.0,1.0
64.0,85.0,1.0
69.0,87.0,1.0
70.0,87.0,1.0
74.0,87.0,1.0
78.0,86.0,1.0
80.0,86.0,1.0
84.0,85.0,2.0
85.0,85.0,2.0
88.0,85.0,1.0
91.0,87.0,1.0
94.0,87.0,1.0
97.0,87.0,1.0
1.0,89.0,1.0
4.0,89.0,2.0
8.0,89.0,2.0
11.0,89.0,2.0
15.0,89.0,1.0
17.0,88.0,1.0
20.0,88.0,1.0
22.0,90.0,2.0
25.0,89.0,0.0
30.0,90.0,0.0
31.0,88.0,1.0
35.0,89.0,1.0
39.0,88.0,1.0
40.0,88.0,1.0
45.0,88.0,2.0
47.0,88.0,2.0
49.0,90.0,2.0
52.0,88.0,2.0
57.0,89.0,2.0
58.0,89.0,2.0
63.0,89.0,1.0
65.0,89.0,1.0
68.0,88.0,1.0
72.0,90.0,0.0
73.0,90.0,1.0
78.0,90.0,1.0
80.0,89.0,1.0
84.0,88.0,1.0
87.0,90.0,1.0
90.0,89.0,1.0
92.0,88.0,2.0
96.0,89.0,1.0
97.0,90.0,2.0
2.0,92.0,2.0
4.0,93.0,2.0
8.0,93.0,2.0
12.0,91.0,2.0
13.0,93.0,2.0
17.0,92.0,1.0
19.0,92.0,1.0
24.0,91.0,2.0
26.0,93.0,1.0
28.0,91.0,0.0
33.0,91.0,0.0
35.0,92.0,1.0
39.0,91.0,1.0
41.0,91.0,1.0
45.0,92.0,2.0
47.0,92.0,2.0
49.0,93.0,2.0
53.0,91.0,2.0
56.0,93.0,2.0
60.0,92.0,2.0
61.0,92.0,2.0
65.0,92.0,2.0
67.0,92.0,2.0
71.0,93.0,2.0
74.0,92.0,1.0
77.0,91.0,1.0
79.0,93.0,1.0
84.0,93.0,0.0
86.0,91.0,0.0
90.0,92.0,2.0
91.0,93.0,1.0
96.0,93.0,1.0
97.0,93.0,2.0
2.0,95.0,1.0
6.0,95.0,1.0
7.0,94.0,1.0
11.0,96.0,1.0
15.0,95.0,1.0
18.0,96.0,1.0
20.0,95.0,1.0
24.0,95.0,0.0
25.0,96.0,0.0
29.0,95.0,0.0
33.0,96.0,0.0
34.0,95.0,1.0
37.0,95.0,1.0
41.0,95.0,2.0
45.0,95.0,2.0
47.0,95.0,2.0
49.0,94.0,2.0
54.0,94.0,2.0
55.0,96.0,2.0
58.0,95.0,2.0
63.0,95.0,2.0
64.0,94.0,2.0
69.0,94.0,2.0
72.0,94.0,2.0
73.0,96.0,2.0
78.0,96.0,0.0
81.0,94.0,0.0
84.0,96.0,1.0
85.0,94.0,1.0
90.0,94.0,1.0
93.0,94.0,1.0
94.0,94.0,2.0
97.0,96.0,2.0
3.0,99.0,0.0
6.0,97.0,1.0
9.0,98.0,0.0
11.0,99.0,0.0
15.0,99.0,0.0
17.0,98.0,0.0
21.0,97.0,1.0
22.0,98.0,0.0
25.0,97.0,0.0
30.0,99.0,0.0
32.0,98.0,0.0
35.0,99.0,1.0
38.0,97.0,1.0
41.0,98.0,1.0
45.0,99.0,2.0
48.0,98.0,2.0
50.0,98.0,2.0
52.0,99.0,2.0
57.0,99.0,2.0
58.0,97.0,2.0
63.0,98.0,2.0
66.0,98.0,2.0
68.0,98.0,2.0
72.0,98.0,2.0
75.0,97.0,2.0
77.0,99.0,2.0
81.0,99.0,2.0
82.0,99.0,0.0
87.0,99.0,0.0
88.0,99.0,1.0
93.0,99.0,1.0
94.0,99.0,1.0
97.0,98.0,1.0
2.0,101.0,0.0
6.0,100.0,1.0
8.0,101.0,1.0
11.0,100.0,0.0
13.0,100.0,0.0
17.0,101.0,0.0
20.0,101.0,0.0
22.0,100.0,1.0
26.0,102.0,0.0
28.0,102.0,0.0
32.0,100.0,1.0
35.0,100.0,1.0
37.0,101.0,1.0
41.0,102.0,1.0
43.0,102.0,1.0
46.0,100.0,2.0
51.0,102.0,2.0
53.0,100.0,2.0
55.0,101.0,2.0
59.0,102.0,1.0
61.0,100.0,2.0
66.0,100.0,2.0
67.0,101.0,0.0
71.0,101.0,2.0
75.0,102.0,2.0
76.0,102.0,2.0
80.0,100.0,2.0
84.0,100.0,0.0
86.0,102.0,1.0
88.0,100.0,0.0
92.0,102.0,0.0
94.0,101.0,1.0
98.0,100.0,1.0
3.0,105.0,1.0
5.0,103.0,0.0
7.0,104.0,1.0
11.0,104.0,0.0
13.0,104.0,1.0
16.0,105.0,1.0
21.0,104.0,1.0
22.0,105.0,0.0
25.0,105.0,0.0
28.0,104.0,0.0
31.0,103.0,1.0
36.0,105.0,1.0
37.0,105.0,0.0
40.0,103.0,1.0
43.0,104.0,1.0
46.0,104.0,0.0
49.0,103.0,2.0
53.0,105.0,2.0
57.0,104.0,1.0
58.0,105.0,1.0
63.0,105.0,1.0
66.0,105.0,0.0
69.0,104.0,0.0
71.0,103.0,0.0
73.0,105.0,1.0
78.0,105.0,2.0
79.0,104.0,2.0
82.0,105.0,2.0
85.0,103.0,1.0
89.0,105.0,1.0
93.0,103.0,0.0
94.0,103.0,0.0
97.0,104.0,0.0
1.0,106.0,1.0
5.0,106.0,1.0
7.0,106.0,0.0
10.0,107.0,2.0
15.0,108.0,2.0
16.0,106.0,1.0
20.0,107.0,0.0
24.0,108.0,0.0
26.0,106.0,0.0
28.0,106.0,0.0
